transaction_id,timestamp,sender_id,receiver_id,sender_city,receiver_city,amount,transaction_type,upi_app,time_of_day,device_type,is_new_receiver,is_fraud,fraud_type,transaction_status
TXN0003310,2023-06-11 13:38:27,USR32727,USR08244,Lucknow,Bangalore,36807.6,P2M,PhonePe,Afternoon,Android,0,0,,Success
TXN0003311,2023-06-11 13:41:59,USR03266,USR02319,Delhi,Delhi,29640.56,Recharge,GPay,Afternoon,Android,0,0,,Success
TXN0003312,2023-06-11 14:29:00,USR48780,USR14052,Lucknow,Kolkata,43110.33,P2P,PhonePe,Afternoon,Android,0,0,,Success
TXN0003313,2023-06-11 15:11:34,USR40818,USR88923,Pune,Kolkata,45245.76,P2M,PhonePe,Afternoon,Feature Phone,1,0,,Success
TXN0003314,2023-06-11 16:57:31,USR34538,USR16871,Kolkata,Hyderabad,8887.51,P2M,BHIM,Afternoon,iOS,0,0,,Success
TXN0003315,2023-06-11 18:46:38,USR13226,USR80780,Mumbai,Jaipur,37111.57,Recharge,GPay,Evening,Android,1,1,SIM Swap,Failed
TXN0003316,2023-06-11 19:42:10,USR27181,USR93109,Jaipur,Hyderabad,47794.06,P2M,PhonePe,Evening,Android,1,1,Account Takeover,Reversed
TXN0003317,2023-06-11 23:20:03,USR15695,USR80143,Jaipur,Pune,27126.82,Recharge,Paytm,Night,Android,1,0,,Pending
TXN0003318,2023-06-12 00:16:28,USR41715,USR45774,Bangalore,Jaipur,19995.76,P2M,PhonePe,Late Night,iOS,0,0,,Success
TXN0003319,2023-06-12 02:39:44,USR12982,USR36681,Delhi,Ahmedabad,26683.84,P2M,PhonePe,Late Night,Android,0,0,,Success
TXN0003320,2023-06-12 03:37:04,USR20582,USR90743,Lucknow,Mumbai,5133.36,P2P,GPay,Late Night,Feature Phone,1,1,SIM Swap,Success
TXN0003321,2023-06-12 03:43:10,USR42864,USR11949,Chennai,Pune,13081.94,P2P,GPay,Late Night,Android,0,0,,Success
TXN0003322,2023-06-12 05:52:55,USR41014,USR48772,Jaipur,Hyderabad,27112.61,Shopping,PhonePe,Morning,iOS,0,0,,Success
TXN0003323,2023-06-12 07:06:42,USR24716,USR39196,Bangalore,Jaipur,41747.84,P2P,GPay,Morning,Android,0,0,,Success
TXN0003324,2023-06-12 07:46:38,USR12893,USR46306,Chennai,Kolkata,7284.51,Shopping,PhonePe,Morning,Android,0,0,,Success
TXN0003325,2023-06-12 08:58:23,USR28445,USR10329,Ahmedabad,Bangalore,4854.59,P2M,GPay,Morning,iOS,0,0,,Success
TXN0003326,2023-06-12 10:13:05,USR04447,USR14545,Pune,Mumbai,28748.26,P2M,Paytm,Morning,Android,0,0,,Success
TXN0003327,2023-06-12 12:05:59,USR43317,USR39944,Mumbai,Chennai,895.71,P2M,GPay,Afternoon,iOS,0,0,,Pending
TXN0003328,2023-06-12 12:11:26,USR05172,USR99154,Mumbai,Chennai,4192.86,Bill Payment,GPay,Afternoon,Android,1,0,,Success
TXN0003329,2023-06-12 14:15:20,USR06057,USR37545,Delhi,Bangalore,11629.88,P2P,Amazon Pay,Afternoon,iOS,0,0,,Success
TXN0003330,2023-06-12 15:04:11,USR17577,USR91852,Ahmedabad,Jaipur,21703.48,Bill Payment,GPay,Afternoon,Android,1,0,,Success
TXN0003331,2023-06-12 15:13:21,USR14013,USR09352,Kolkata,Jaipur,36054.51,P2M,Paytm,Afternoon,Android,0,0,,Success
TXN0003332,2023-06-12 15:15:40,USR05725,USR48335,Delhi,Chennai,37967.52,P2P,GPay,Afternoon,Android,0,0,,Success
TXN0003333,2023-06-12 15:24:00,USR03474,USR40030,Jaipur,Delhi,1872.43,P2M,BHIM,Afternoon,Android,0,0,,Success
TXN0003334,2023-06-12 15:50:48,USR48881,USR83238,Pune,Hyderabad,16878.04,P2P,BHIM,Afternoon,Android,1,0,,Success
TXN0003335,2023-06-12 16:44:39,USR10469,USR05600,Hyderabad,Ahmedabad,48199.62,P2M,PhonePe,Afternoon,iOS,0,0,,Success
TXN0003336,2023-06-12 16:57:10,USR45593,USR92475,Kolkata,Ahmedabad,25367.31,P2P,Paytm,Afternoon,iOS,1,0,,Success
TXN0003337,2023-06-12 17:38:26,USR17230,USR26931,Pune,Mumbai,25871.66,P2P,PhonePe,Evening,Android,0,0,,Success
TXN0003338,2023-06-12 21:40:41,USR02198,USR33095,Lucknow,Bangalore,35880.73,Recharge,GPay,Night,Android,0,0,,Success
TXN0003339,2023-06-12 21:58:04,USR14885,USR39414,Chennai,Kolkata,33712.16,P2M,BHIM,Night,Android,0,0,,Success
TXN0003340,2023-06-12 22:42:33,USR03474,USR09996,Ahmedabad,Kolkata,46301.59,P2P,PhonePe,Night,Android,0,0,,Success
TXN0003341,2023-06-13 00:35:25,USR11448,USR31503,Delhi,Bangalore,1908.06,Recharge,Paytm,Late Night,Feature Phone,0,1,SIM Swap,Success
TXN0003342,2023-06-13 01:09:56,USR41625,USR09045,Chennai,Ahmedabad,22066.99,P2P,GPay,Late Night,iOS,0,0,,Success
TXN0003343,2023-06-13 03:20:36,USR46352,USR38466,Chennai,Mumbai,296.72,P2M,PhonePe,Late Night,Android,0,1,Phishing,Success
TXN0003344,2023-06-13 03:26:58,USR32012,USR23991,Mumbai,Ahmedabad,48219.53,Shopping,GPay,Late Night,Android,0,0,,Success
TXN0003345,2023-06-13 03:35:36,USR13594,USR46572,Jaipur,Kolkata,14993.64,Bill Payment,PhonePe,Late Night,Android,0,0,,Success
TXN0003346,2023-06-13 05:56:08,USR21103,USR39421,Lucknow,Delhi,27065.17,Bill Payment,GPay,Morning,Android,0,0,,Success
TXN0003347,2023-06-13 06:12:08,USR39803,USR07544,Lucknow,Bangalore,7745.92,P2P,Paytm,Morning,Android,0,0,,Failed
TXN0003348,2023-06-13 07:46:34,USR31422,USR19445,Delhi,Ahmedabad,15477.4,P2P,GPay,Morning,Android,0,0,,Pending
TXN0003349,2023-06-13 10:59:36,USR45769,USR83628,Bangalore,Jaipur,37538.99,P2M,Paytm,Morning,Android,1,0,,Failed
TXN0003350,2023-06-13 13:01:48,USR44874,USR13179,Jaipur,Bangalore,19399.54,P2M,Amazon Pay,Afternoon,Android,0,0,,Success
TXN0003351,2023-06-13 13:17:02,USR39067,USR41475,Delhi,Jaipur,31766.24,Bill Payment,PhonePe,Afternoon,iOS,0,0,,Failed
TXN0003352,2023-06-13 13:53:31,USR06889,USR27085,Mumbai,Delhi,40026.07,P2P,PhonePe,Afternoon,Android,0,0,,Success
TXN0003353,2023-06-13 15:13:01,USR49539,USR36527,Mumbai,Bangalore,28687.43,P2P,GPay,Afternoon,Android,0,0,,Failed
TXN0003354,2023-06-13 16:25:33,USR18742,USR01314,Delhi,Kolkata,27901.82,P2P,Paytm,Afternoon,iOS,0,0,,Success
TXN0003355,2023-06-13 18:08:52,USR21792,USR42310,Kolkata,Mumbai,37337.29,P2P,PhonePe,Evening,Feature Phone,0,0,,Success
TXN0003356,2023-06-13 20:26:25,USR42158,USR34834,Bangalore,Jaipur,27707.16,P2P,PhonePe,Evening,Android,0,0,,Success
TXN0003357,2023-06-13 21:27:38,USR23087,USR86635,Bangalore,Delhi,21648.9,P2M,PhonePe,Night,Android,1,1,Fake QR,Success
TXN0003358,2023-06-13 21:44:29,USR30042,USR18282,Delhi,Hyderabad,2301.9,Recharge,GPay,Night,Android,0,0,,Success
TXN0003359,2023-06-13 22:15:44,USR25420,USR10257,Chennai,Lucknow,46232.33,P2M,GPay,Night,Feature Phone,0,0,,Success
TXN0003360,2023-06-13 23:38:32,USR06073,USR19022,Pune,Hyderabad,21428.88,Recharge,Paytm,Night,Android,0,0,,Reversed
TXN0003361,2023-06-13 23:45:41,USR33417,USR21176,Pune,Hyderabad,49280.46,P2M,Paytm,Night,Android,0,0,,Success
TXN0003362,2023-06-14 01:17:32,USR35153,USR06110,Delhi,Kolkata,42395.24,P2P,GPay,Late Night,iOS,0,0,,Success
TXN0003363,2023-06-14 02:06:13,USR33092,USR02797,Jaipur,Hyderabad,27110.35,P2P,PhonePe,Late Night,Android,0,0,,Success
TXN0003364,2023-06-14 03:28:56,USR40533,USR05975,Mumbai,Lucknow,34562.05,Bill Payment,GPay,Late Night,Android,0,0,,Success
TXN0003365,2023-06-14 04:57:32,USR22446,USR42007,Lucknow,Jaipur,19932.95,Bill Payment,GPay,Late Night,Feature Phone,0,0,,Reversed
TXN0003366,2023-06-14 05:11:14,USR04105,USR07936,Delhi,Hyderabad,3056.46,P2P,GPay,Morning,iOS,0,0,,Failed
TXN0003367,2023-06-14 05:19:00,USR46398,USR90968,Mumbai,Pune,34953.66,P2M,Paytm,Morning,Android,1,0,,Success
TXN0003368,2023-06-14 06:13:01,USR06694,USR17585,Ahmedabad,Bangalore,24714.75,Recharge,GPay,Morning,Feature Phone,0,0,,Success
TXN0003369,2023-06-14 06:35:49,USR27263,USR89751,Jaipur,Delhi,36666.15,Recharge,PhonePe,Morning,Android,1,0,,Success
TXN0003370,2023-06-14 07:25:50,USR04653,USR37463,Pune,Lucknow,29517.01,P2P,BHIM,Morning,Android,0,0,,Success
TXN0003371,2023-06-14 08:28:57,USR44148,USR16521,Delhi,Delhi,42624.23,P2P,PhonePe,Morning,Android,0,0,,Success
TXN0003372,2023-06-14 09:29:01,USR46803,USR16656,Delhi,Mumbai,45714.0,P2P,PhonePe,Morning,Android,0,0,,Success
TXN0003373,2023-06-14 09:43:16,USR44823,USR12324,Kolkata,Hyderabad,40661.7,P2P,Paytm,Morning,Android,0,0,,Success
TXN0003374,2023-06-14 09:57:27,USR17972,USR02369,Jaipur,Bangalore,22220.12,P2P,PhonePe,Morning,iOS,0,0,,Success
TXN0003375,2023-06-14 10:13:06,USR06300,USR11709,Bangalore,Ahmedabad,38043.85,Shopping,Paytm,Morning,iOS,0,0,,Success
TXN0003376,2023-06-14 10:26:44,USR18811,USR45249,Jaipur,Delhi,41197.41,Bill Payment,BHIM,Morning,Feature Phone,0,0,,Success
TXN0003377,2023-06-14 10:57:24,USR20018,USR01342,Ahmedabad,Jaipur,18231.65,Bill Payment,GPay,Morning,Android,0,0,,Success
TXN0003378,2023-06-14 11:19:12,USR03752,USR20721,Jaipur,Bangalore,28259.44,P2M,PhonePe,Morning,Android,0,0,,Failed
TXN0003379,2023-06-14 11:34:11,USR06712,USR32397,Lucknow,Kolkata,34467.05,Shopping,GPay,Morning,Android,0,0,,Success
TXN0003380,2023-06-14 12:30:11,USR32393,USR33201,Ahmedabad,Jaipur,18286.82,P2P,PhonePe,Afternoon,Feature Phone,0,0,,Success
TXN0003381,2023-06-14 13:06:23,USR14643,USR47762,Delhi,Kolkata,28863.85,Recharge,PhonePe,Afternoon,Android,0,0,,Success
TXN0003382,2023-06-14 14:40:20,USR46438,USR03607,Bangalore,Hyderabad,4662.17,Recharge,GPay,Afternoon,Android,0,0,,Success
TXN0003383,2023-06-14 15:14:28,USR12799,USR32090,Jaipur,Chennai,9999.0,P2P,BHIM,Afternoon,Android,0,1,Social Engineering,Reversed
TXN0003384,2023-06-14 15:39:44,USR43938,USR06753,Chennai,Ahmedabad,13873.28,Bill Payment,GPay,Afternoon,Android,0,0,,Success
TXN0003385,2023-06-14 16:33:46,USR48265,USR01230,Kolkata,Delhi,43908.36,P2M,Paytm,Afternoon,Android,0,0,,Success
TXN0003386,2023-06-14 16:49:46,USR26968,USR93311,Ahmedabad,Chennai,22299.1,Shopping,BHIM,Afternoon,Android,1,1,Fake QR,Success
TXN0003387,2023-06-14 19:58:45,USR46281,USR33265,Hyderabad,Mumbai,26496.05,P2P,BHIM,Evening,iOS,0,0,,Failed
TXN0003388,2023-06-14 22:27:22,USR10190,USR46488,Delhi,Pune,8782.7,Bill Payment,Paytm,Night,iOS,0,0,,Success
TXN0003389,2023-06-14 22:34:18,USR07387,USR81988,Ahmedabad,Delhi,23052.17,P2M,GPay,Night,Android,1,1,Fake QR,Success
TXN0003390,2023-06-14 23:46:02,USR10520,USR16852,Bangalore,Bangalore,22170.23,P2P,GPay,Night,Android,0,0,,Success
TXN0003391,2023-06-15 00:07:49,USR04971,USR41942,Jaipur,Delhi,43045.99,P2P,PhonePe,Late Night,Android,0,0,,Reversed
TXN0003392,2023-06-15 01:09:33,USR14765,USR37785,Mumbai,Jaipur,45126.53,P2P,GPay,Late Night,Android,0,0,,Success
TXN0003393,2023-06-15 01:30:49,USR41270,USR23288,Bangalore,Mumbai,18839.11,P2M,GPay,Late Night,Android,0,0,,Success
TXN0003394,2023-06-15 02:17:36,USR15366,USR88149,Delhi,Jaipur,44146.85,Recharge,GPay,Late Night,iOS,1,1,SIM Swap,Success
TXN0003395,2023-06-15 05:04:32,USR21680,USR94622,Bangalore,Pune,37479.27,P2M,BHIM,Morning,iOS,1,0,,Success
TXN0003396,2023-06-15 05:46:35,USR24144,USR48088,Mumbai,Kolkata,13035.54,Shopping,PhonePe,Morning,Android,0,0,,Failed
TXN0003397,2023-06-15 06:51:38,USR42918,USR29841,Mumbai,Kolkata,47551.72,Shopping,BHIM,Morning,Android,0,0,,Failed
TXN0003398,2023-06-15 07:07:02,USR14177,USR38601,Lucknow,Mumbai,42245.79,P2P,Paytm,Morning,iOS,0,0,,Failed
TXN0003399,2023-06-15 11:21:26,USR04064,USR43573,Hyderabad,Chennai,41713.26,P2P,GPay,Morning,Android,0,0,,Success
TXN0003400,2023-06-15 13:52:33,USR34814,USR33909,Kolkata,Hyderabad,24477.58,P2M,PhonePe,Afternoon,Android,0,0,,Success
TXN0003401,2023-06-15 13:53:51,USR12574,USR43338,Lucknow,Mumbai,15183.52,Bill Payment,GPay,Afternoon,Android,0,0,,Success
TXN0003402,2023-06-15 14:47:20,USR01794,USR88067,Kolkata,Jaipur,39326.69,Shopping,PhonePe,Afternoon,Android,1,0,,Reversed
TXN0003403,2023-06-15 16:35:51,USR06692,USR10525,Lucknow,Pune,12069.7,P2P,GPay,Afternoon,Android,0,0,,Success
TXN0003404,2023-06-15 16:47:07,USR35688,USR05269,Chennai,Mumbai,26850.61,P2M,BHIM,Afternoon,Android,0,0,,Success
TXN0003405,2023-06-15 17:39:17,USR07820,USR13536,Hyderabad,Jaipur,7808.42,Recharge,GPay,Evening,iOS,0,0,,Success
TXN0003406,2023-06-15 17:49:59,USR43267,USR31080,Lucknow,Ahmedabad,48201.66,Bill Payment,GPay,Evening,iOS,0,0,,Success
TXN0003407,2023-06-15 18:11:21,USR42815,USR02291,Bangalore,Kolkata,21428.93,Bill Payment,GPay,Evening,Android,0,0,,Failed
TXN0003408,2023-06-15 19:13:18,USR13490,USR28783,Bangalore,Jaipur,3367.41,Bill Payment,GPay,Evening,Android,0,0,,Success
TXN0003409,2023-06-15 20:05:56,USR26261,USR80057,Chennai,Mumbai,101.48,Bill Payment,PhonePe,Evening,Android,1,0,,Success
TXN0003410,2023-06-15 20:38:48,USR41968,USR16480,Delhi,Delhi,7941.44,P2P,BHIM,Evening,Android,0,0,,Success
TXN0003411,2023-06-16 03:13:09,USR11358,USR29417,Pune,Kolkata,14365.56,Bill Payment,BHIM,Late Night,Feature Phone,0,0,,Success
TXN0003412,2023-06-16 04:42:50,USR05672,USR12615,Mumbai,Pune,38209.31,Bill Payment,PhonePe,Late Night,iOS,0,0,,Success
TXN0003413,2023-06-16 05:42:51,USR49312,USR44428,Mumbai,Pune,47560.15,Recharge,GPay,Morning,Android,0,0,,Success
TXN0003414,2023-06-16 06:07:31,USR04287,USR06176,Kolkata,Hyderabad,9229.27,Recharge,GPay,Morning,Android,0,0,,Success
TXN0003415,2023-06-16 06:48:27,USR03448,USR37175,Jaipur,Ahmedabad,44602.41,P2M,GPay,Morning,iOS,0,0,,Failed
TXN0003416,2023-06-16 06:55:46,USR44984,USR34844,Lucknow,Jaipur,17289.81,P2P,Amazon Pay,Morning,iOS,0,1,Phishing,Success
TXN0003417,2023-06-16 08:14:35,USR31590,USR21463,Delhi,Mumbai,7592.73,P2M,PhonePe,Morning,Android,0,0,,Success
TXN0003418,2023-06-16 11:37:21,USR39062,USR95841,Pune,Hyderabad,35434.73,P2P,GPay,Morning,Android,1,0,,Success
TXN0003419,2023-06-16 14:29:42,USR44809,USR41944,Hyderabad,Hyderabad,29393.02,P2P,Paytm,Afternoon,Feature Phone,0,0,,Success
TXN0003420,2023-06-16 16:15:15,USR44405,USR97388,Delhi,Hyderabad,15074.94,P2M,PhonePe,Afternoon,Android,1,0,,Reversed
TXN0003421,2023-06-16 17:06:04,USR40158,USR49965,Jaipur,Hyderabad,29648.25,Recharge,Amazon Pay,Evening,Android,0,0,,Success
TXN0003422,2023-06-16 17:39:20,USR18869,USR02431,Hyderabad,Ahmedabad,21093.61,P2P,BHIM,Evening,Android,0,0,,Success
TXN0003423,2023-06-16 18:03:09,USR35043,USR22152,Kolkata,Bangalore,12410.91,P2P,PhonePe,Evening,Android,0,0,,Success
TXN0003424,2023-06-16 18:51:25,USR03240,USR86100,Kolkata,Hyderabad,39243.9,P2M,Paytm,Evening,Feature Phone,1,0,,Success
TXN0003425,2023-06-16 19:33:38,USR37531,USR41396,Ahmedabad,Jaipur,5550.29,P2P,Paytm,Evening,Android,0,1,Phishing,Success
TXN0003426,2023-06-16 21:56:23,USR30188,USR09491,Delhi,Mumbai,45485.29,P2M,GPay,Night,iOS,0,0,,Success
TXN0003427,2023-06-16 22:21:23,USR01259,USR11063,Bangalore,Bangalore,3176.62,Bill Payment,PhonePe,Night,iOS,0,0,,Success
TXN0003428,2023-06-17 00:12:41,USR32649,USR41612,Lucknow,Mumbai,12476.26,P2M,PhonePe,Late Night,Feature Phone,0,1,Phishing,Success
TXN0003429,2023-06-17 00:23:54,USR39443,USR23826,Chennai,Lucknow,27893.86,P2P,Paytm,Late Night,Feature Phone,0,0,,Success
TXN0003430,2023-06-17 04:02:36,USR35116,USR19819,Chennai,Lucknow,4298.92,P2P,BHIM,Late Night,Android,0,0,,Success
TXN0003431,2023-06-17 06:45:26,USR40666,USR98719,Bangalore,Bangalore,21555.42,P2P,PhonePe,Morning,Android,1,0,,Success
TXN0003432,2023-06-17 07:14:11,USR12714,USR25012,Mumbai,Hyderabad,17352.77,Recharge,GPay,Morning,Android,0,0,,Success
TXN0003433,2023-06-17 08:02:48,USR09470,USR32973,Ahmedabad,Chennai,27013.3,P2M,PhonePe,Morning,Feature Phone,0,0,,Success
TXN0003434,2023-06-17 08:47:53,USR14610,USR87017,Hyderabad,Jaipur,25209.04,Recharge,GPay,Morning,Android,1,0,,Success
TXN0003435,2023-06-17 09:06:37,USR33032,USR42774,Mumbai,Delhi,22831.98,P2P,Paytm,Morning,Android,0,0,,Success
TXN0003436,2023-06-17 09:21:30,USR29399,USR42690,Hyderabad,Pune,1870.05,P2M,PhonePe,Morning,Android,0,0,,Success
TXN0003437,2023-06-17 10:48:06,USR36167,USR13887,Delhi,Chennai,3652.04,Recharge,PhonePe,Morning,iOS,0,1,SIM Swap,Failed
TXN0003438,2023-06-17 11:16:36,USR40324,USR46657,Mumbai,Jaipur,38721.84,P2M,GPay,Morning,Android,0,0,,Success
TXN0003439,2023-06-17 12:43:33,USR03271,USR90848,Ahmedabad,Ahmedabad,18422.34,Bill Payment,Paytm,Afternoon,iOS,1,0,,Failed
TXN0003440,2023-06-17 16:48:05,USR04023,USR28239,Hyderabad,Chennai,17963.97,Bill Payment,Amazon Pay,Afternoon,Android,0,0,,Failed
TXN0003441,2023-06-17 17:40:57,USR17830,USR49632,Mumbai,Hyderabad,12961.59,Bill Payment,GPay,Evening,iOS,0,0,,Success
TXN0003442,2023-06-17 18:27:08,USR26731,USR12037,Hyderabad,Lucknow,44222.68,P2M,GPay,Evening,Android,0,0,,Success
TXN0003443,2023-06-17 18:33:55,USR45729,USR43097,Pune,Mumbai,34645.43,P2M,PhonePe,Evening,Android,0,0,,Pending
TXN0003444,2023-06-17 19:16:34,USR45927,USR14384,Jaipur,Hyderabad,42348.78,Bill Payment,GPay,Evening,Android,0,0,,Success
TXN0003445,2023-06-17 19:22:47,USR11518,USR41566,Delhi,Ahmedabad,23197.36,P2M,Paytm,Evening,iOS,0,0,,Success
TXN0003446,2023-06-17 20:59:52,USR02250,USR14633,Kolkata,Lucknow,9410.25,Bill Payment,PhonePe,Evening,iOS,0,0,,Success
TXN0003447,2023-06-17 23:19:29,USR43057,USR45202,Mumbai,Chennai,38452.65,P2P,PhonePe,Night,iOS,0,0,,Success
TXN0003448,2023-06-18 01:12:07,USR16147,USR85442,Pune,Ahmedabad,9999.0,P2M,BHIM,Late Night,Android,1,1,Fake QR,Success
TXN0003449,2023-06-18 01:21:32,USR12652,USR48380,Delhi,Delhi,23006.54,P2P,GPay,Late Night,Android,0,0,,Failed
TXN0003450,2023-06-18 03:38:32,USR28112,USR18713,Jaipur,Kolkata,3490.35,P2M,PhonePe,Late Night,Android,0,0,,Success
TXN0003451,2023-06-18 06:22:26,USR39664,USR90536,Chennai,Mumbai,10061.09,P2M,PhonePe,Morning,iOS,1,0,,Success
TXN0003452,2023-06-18 08:05:43,USR25783,USR13889,Lucknow,Delhi,49078.46,Shopping,GPay,Morning,iOS,0,0,,Success
TXN0003453,2023-06-18 08:07:44,USR13783,USR92321,Lucknow,Bangalore,9999.0,P2P,PhonePe,Morning,iOS,1,1,SIM Swap,Failed
TXN0003454,2023-06-18 08:26:05,USR14755,USR92402,Ahmedabad,Lucknow,41942.58,P2M,Paytm,Morning,Android,1,0,,Success
TXN0003455,2023-06-18 08:52:51,USR24581,USR86824,Kolkata,Pune,42764.05,P2P,PhonePe,Morning,Android,1,0,,Success
TXN0003456,2023-06-18 10:00:08,USR07871,USR35968,Mumbai,Mumbai,19968.3,P2P,PhonePe,Morning,Android,0,0,,Success
TXN0003457,2023-06-18 10:10:38,USR02301,USR31723,Chennai,Lucknow,42183.79,P2P,Amazon Pay,Morning,Android,0,0,,Success
TXN0003458,2023-06-18 10:47:31,USR44893,USR12552,Kolkata,Lucknow,34731.59,P2P,GPay,Morning,Android,0,0,,Success
TXN0003459,2023-06-18 12:01:14,USR02547,USR12890,Bangalore,Kolkata,9231.88,Bill Payment,BHIM,Afternoon,iOS,0,0,,Success
TXN0003460,2023-06-18 12:13:09,USR27455,USR08818,Kolkata,Delhi,19375.93,P2M,BHIM,Afternoon,iOS,0,0,,Pending
TXN0003461,2023-06-18 14:29:20,USR44372,USR83921,Bangalore,Bangalore,42187.58,Shopping,GPay,Afternoon,iOS,1,0,,Success
TXN0003462,2023-06-18 15:08:52,USR46835,USR33294,Kolkata,Bangalore,36786.32,Bill Payment,BHIM,Afternoon,iOS,0,0,,Success
TXN0003463,2023-06-18 21:06:05,USR17425,USR19216,Chennai,Pune,30706.18,P2P,GPay,Night,iOS,0,0,,Success
TXN0003464,2023-06-18 21:19:55,USR30952,USR04623,Jaipur,Hyderabad,46484.03,Bill Payment,GPay,Night,Android,0,0,,Success
TXN0003465,2023-06-18 22:14:44,USR46534,USR99310,Chennai,Lucknow,9999.0,P2P,GPay,Night,Android,1,1,Social Engineering,Success
TXN0003466,2023-06-18 23:12:15,USR37686,USR33855,Mumbai,Pune,41491.77,Bill Payment,PhonePe,Night,Android,0,0,,Success
TXN0003467,2023-06-18 23:15:33,USR23590,USR14332,Lucknow,Chennai,20821.14,P2P,GPay,Night,Android,0,0,,Success
TXN0003468,2023-06-19 00:06:09,USR24285,USR81280,Delhi,Lucknow,33341.47,Bill Payment,Amazon Pay,Late Night,Android,1,1,Phishing,Reversed
TXN0003469,2023-06-19 02:15:22,USR09928,USR45036,Bangalore,Ahmedabad,46561.79,Bill Payment,BHIM,Late Night,Android,0,0,,Success
TXN0003470,2023-06-19 04:15:02,USR04135,USR33112,Ahmedabad,Mumbai,11768.23,P2M,GPay,Late Night,iOS,0,0,,Success
TXN0003471,2023-06-19 04:18:33,USR31199,USR91138,Jaipur,Bangalore,4611.72,P2M,GPay,Late Night,iOS,1,1,Phishing,Reversed
TXN0003472,2023-06-19 05:20:11,USR32299,USR97506,Lucknow,Pune,31934.61,Bill Payment,PhonePe,Morning,iOS,1,0,,Success
TXN0003473,2023-06-19 07:22:54,USR10028,USR17166,Kolkata,Hyderabad,5373.15,P2P,PhonePe,Morning,Android,0,0,,Success
TXN0003474,2023-06-19 07:27:31,USR38832,USR16081,Bangalore,Pune,32842.68,P2P,GPay,Morning,Android,0,0,,Success
TXN0003475,2023-06-19 09:38:47,USR32246,USR47299,Mumbai,Chennai,31978.53,P2P,GPay,Morning,Android,0,0,,Success
TXN0003476,2023-06-19 09:40:06,USR08899,USR83741,Ahmedabad,Pune,43842.91,P2P,GPay,Morning,Feature Phone,1,0,,Success
TXN0003477,2023-06-19 10:14:25,USR27364,USR33858,Jaipur,Kolkata,9850.21,P2M,PhonePe,Morning,iOS,0,0,,Success
TXN0003478,2023-06-19 12:30:36,USR34389,USR18182,Delhi,Pune,28711.87,P2M,GPay,Afternoon,iOS,0,0,,Failed
TXN0003479,2023-06-19 14:00:42,USR35704,USR89478,Lucknow,Kolkata,25222.32,Bill Payment,GPay,Afternoon,Android,1,1,Fake QR,Success
TXN0003480,2023-06-19 14:02:23,USR47821,USR24809,Chennai,Ahmedabad,8958.19,P2M,GPay,Afternoon,Android,0,0,,Success
TXN0003481,2023-06-19 14:30:58,USR29594,USR29396,Lucknow,Bangalore,20855.22,P2P,Paytm,Afternoon,Android,0,0,,Success
TXN0003482,2023-06-19 14:58:08,USR12484,USR20025,Mumbai,Bangalore,24747.55,P2P,Paytm,Afternoon,Android,0,0,,Success
TXN0003483,2023-06-19 18:03:05,USR04336,USR28993,Kolkata,Kolkata,26289.77,P2M,GPay,Evening,Android,0,0,,Success
TXN0003484,2023-06-19 19:08:50,USR32425,USR03574,Delhi,Kolkata,23904.23,P2M,Amazon Pay,Evening,Feature Phone,0,0,,Success
TXN0003485,2023-06-19 19:42:27,USR42387,USR22246,Ahmedabad,Kolkata,28299.78,P2M,GPay,Evening,iOS,0,0,,Failed
TXN0003486,2023-06-19 20:54:35,USR25161,USR39212,Ahmedabad,Chennai,6072.8,P2P,Paytm,Evening,iOS,0,0,,Success
TXN0003487,2023-06-19 21:31:07,USR02033,USR02205,Chennai,Pune,34585.73,P2M,PhonePe,Night,Feature Phone,0,0,,Success
TXN0003488,2023-06-19 22:01:36,USR26305,USR38008,Hyderabad,Ahmedabad,27624.77,Bill Payment,Paytm,Night,Android,0,0,,Success
TXN0003489,2023-06-19 23:28:02,USR20527,USR22230,Delhi,Kolkata,47684.26,P2M,PhonePe,Night,iOS,0,0,,Success
TXN0003490,2023-06-19 23:33:36,USR18619,USR09945,Kolkata,Bangalore,19420.16,P2P,Amazon Pay,Night,iOS,0,0,,Success
TXN0003491,2023-06-20 01:41:15,USR29317,USR47370,Kolkata,Pune,40317.87,Shopping,Amazon Pay,Late Night,iOS,0,1,Social Engineering,Failed
TXN0003492,2023-06-20 02:08:32,USR40888,USR10854,Ahmedabad,Delhi,21456.91,Recharge,Paytm,Late Night,Android,0,0,,Success
TXN0003493,2023-06-20 02:16:40,USR28757,USR24499,Kolkata,Pune,42280.1,P2P,Paytm,Late Night,Feature Phone,0,0,,Success
TXN0003494,2023-06-20 02:18:05,USR27565,USR15203,Hyderabad,Lucknow,4999.0,P2P,Paytm,Late Night,iOS,0,1,Account Takeover,Success
TXN0003495,2023-06-20 02:40:35,USR08824,USR33908,Ahmedabad,Bangalore,38270.36,P2P,PhonePe,Late Night,Android,0,0,,Success
TXN0003496,2023-06-20 03:28:29,USR20647,USR43525,Lucknow,Kolkata,31575.26,P2P,PhonePe,Late Night,Android,0,0,,Failed
TXN0003497,2023-06-20 04:45:51,USR27409,USR32937,Kolkata,Ahmedabad,28651.63,P2P,PhonePe,Late Night,Android,0,0,,Success
